theta1,theta2
-0.1906664,-0.72446316
-4.180539,4.3451047
1.3821293,-3.2479281
-0.20555602,0.15084434
2.4974988,-2.4014814
1.63526,-0.5114361
-0.0781814,0.15981685
1.6019803,-1.1365972
0.53594273,0.10051277
-0.758505,-0.25801578
-0.891046,1.8599501
0.16451114,1.4399576
-0.124142416,0.5631921
0.525397,0.6058796
-0.20299605,0.75882643
-0.9015126,1.3242079
-0.31877795,-0.091897555
-1.1354744,0.32986346
0.03308487,-0.62602466
1.6991446,-1.8972758
-0.21681349,0.43430352
-1.083142,0.24389207
-0.3555887,0.7124746
-0.3891239,1.3919206
0.8271422,-1.1864686
0.38830993,-0.68979627
0.9289343,-0.48850235
-0.20054606,-0.9667903
0.10345967,0.08006718
0.5128721,-0.10231205
0.066546924,0.017294874
-1.0230672,1.197468
-0.63704574,0.710631
0.09253151,0.10079291
-0.27344108,0.38822284
-0.27232888,-0.13254791
-1.797733,1.2848737
1.1669492,-0.39368743
0.30609867,-0.9822752
-1.9451344,2.7025087
0.9635774,-0.8079875
-0.23526056,0.42766535
1.7296108,-1.143115
1.2260296,1.3523524
2.600353,-2.1222708
0.54256505,-0.19934262
-1.0603163,-0.11459141
-0.39025447,0.59874535
0.38594946,-0.6267058
1.2329286,-0.1931975
0.49010003,0.18015848
1.1272838,-1.6283402
0.5294742,-0.66944647
-0.56133723,0.51631856
0.5851917,-1.2104895
0.75159085,-0.5960491
0.08889198,-0.5620659
-0.5935047,0.5131969
0.10792999,0.5673585
-0.0002041234,-0.03963055
-0.6139485,0.017627927
0.655821,-0.34816915
-2.2616963,1.3420835
-1.0679693,-0.4301173
-1.2783041,-0.39259022
-2.0319545,3.014159
0.5315339,-0.055958778
-0.14799117,-1.0858154
-0.8721568,-1.7802643
0.29407963,0.11327969
0.5152735,-1.4704448
0.62482595,-1.5478835
0.53560776,0.16951971
0.23864299,0.1360813
1.9147339,2.1707144
0.19561566,0.11785734
-1.6156405,0.4623133
0.62695456,-0.48702762
1.3855754,1.5589533
-0.32514763,1.1121172
-0.19998938,-0.14379029
-0.30529326,2.0639625
-0.6537284,0.35397816
-0.3494464,-0.39295214
0.5559197,-1.526043
-0.18411916,0.18784522
-1.7482182,1.7936087
0.12715805,-0.28621334
-1.5095782,0.61967653
-1.1750437,1.0471212
0.5656193,-0.47956625
0.8509276,0.020958968
1.587722,0.21956621
0.34934506,1.7791955
-0.46039906,1.4357696
0.46023571,0.0634579
1.6379207,-0.479362
0.16493642,0.85220647
-0.67275333,0.78975856
0.027732212,-0.19569182
-0.87957495,0.5034419
0.72616595,0.3464686
0.1787531,-0.4006172
1.3284352,-1.9628555
-0.98465157,0.66704893
0.9639131,-0.2675203
-1.5462457,1.0653621
-0.6005176,0.27532646
-1.835755,2.111163
-1.1008371,0.76353765
0.9089066,0.25481898
-0.8484636,-0.44699562
-0.64697164,0.26621005
0.60537565,0.77933925
1.1924659,0.05849477
-0.5940247,0.591028
0.6347998,0.33089012
3.409618,-3.987327
-1.3697741,1.0408493
0.6910235,-0.48404682
-0.8259858,1.4606091
1.9497497,-0.8660375
2.4322116,-2.040085
-1.3286183,-0.7131626
0.120676436,2.2737482
-0.43978018,1.8499038
0.6762489,1.1759046
-0.4769997,1.742988
0.24042374,-0.070773
-1.323587,1.4230889
1.7283314,-0.6885865
-0.08778905,0.8349087
-0.1980318,0.57810646
0.86125225,-1.5648603
0.006213967,1.0801786
1.4427707,-0.5866073
0.6381496,-1.2298056
-0.45879182,1.9357492
0.12915778,0.3819904
0.099685274,-0.12391345
-0.52789015,-0.9417812
0.6940401,-0.8474087
-1.5443941,-0.4978222
1.3992628,-1.3874775
0.054177556,-1.6557944
-0.24974349,-0.26513648
-1.4127325,-0.43142778
-0.073871955,-0.8738645
0.30927676,-0.045361932
-0.33501768,1.5046554
-0.72770625,0.21452884
-1.3759643,1.0134794
2.813787,-1.0403831
-0.6806363,0.55505717
2.7742255,-1.3956522
0.005728309,-0.10288999
-0.8866009,0.24230826
1.2762387,-1.7486755
-0.90134734,1.4324874
-1.207694,-2.0675557
-2.2457647,0.5516683
-1.7157043,0.00962373
-0.19247396,0.1586736
0.7739769,-2.7522812
-0.3824154,0.97727674
-0.13284533,0.010345711
1.5775397,0.2045469
-0.0058882046,-0.042188913
-0.619579,-0.2747604
-0.14084364,-2.1241324
-0.20510697,-1.7624413
-1.324249,-0.6599447
-0.24695332,-0.024601545
-0.17479834,-1.4090055
-0.20683837,0.7155087
-0.31263283,0.21930318
-1.0615563,-0.13337505
1.1423318,-1.0370771
0.82756007,-0.01619525
-0.99671865,0.49926433
-0.39940053,0.24597263
-0.50616693,-1.3551279
0.8548838,-0.55741405
-2.7100787,-1.765315
-1.1113048,0.6429188
-0.7657912,-0.92970735
-1.3849857,-2.0939612
-0.28002438,0.39236173
-0.1805927,0.79474515
0.8102055,-1.8280483
-1.9453018,0.27710944
0.2559737,0.4938039
1.6727766,-0.9956435
1.6079862,-1.0532187
0.29155827,-0.058006965
0.53287673,0.5309776
-1.7783921,0.1805921
-0.4984927,0.20781231
1.0724769,-0.51052594
2.049222,-0.37873995
0.16324888,0.5364832
0.34233946,0.052026965
0.92785156,-0.062651485
-1.3460658,0.6787537
0.062297024,-0.35578904
0.37925723,-0.44458988
-0.07702666,-0.46782172
0.5016974,0.12704435
-1.0598354,1.2633382
-0.47914726,-1.2829688
-0.80705273,0.6752911
-0.07969938,0.19154191
-1.0700155,0.9891028
-0.67481667,1.1074748
-1.2455014,1.8130364
0.7236571,-0.7059486
-1.5474304,0.07397428
0.09388933,-0.21145134
-2.0591097,0.65055764
-0.9914495,0.76831627
-0.3740604,0.70017743
0.31036308,0.34306705
1.1175517,-0.29589584
0.7733347,-0.8706413
0.84223706,-1.0973955
0.14035864,0.7280294
-0.37109134,0.8827372
-0.8307854,0.880095
-1.260771,1.2995285
-0.20466764,0.44062704
-0.7816567,0.17432977
-3.2544463,4.1109304
0.9326452,0.006663928
0.44511852,-0.61324936
1.1845052,-1.1927704
0.113551535,0.08438042
-0.68707985,1.2926729
1.3030587,-1.0738851
0.97080684,-0.50022215
1.8792831,-0.8723939
-0.9153048,1.23586
0.0021115683,-0.20983668
-1.5595412,-0.6207618
-0.36463207,0.93928534
1.9820042,-2.4529812
0.26264328,-0.050678134
1.1262363,-0.41187486
-0.7948704,-0.8675282
1.0071974,-0.047660276
-0.38060045,-0.63934094
1.8291457,-1.2226931
-0.12946506,0.722798
-0.59206456,0.94239753
-0.94611,0.713005
-1.1040149,1.1297281
-0.6792762,0.73612815
0.79161596,-0.2802258
0.9904829,0.20829529
0.08611753,0.34578925
-1.2336844,1.364524
-0.566199,-0.07207682
-0.24635178,1.1307793
0.72676957,0.58406806
1.8879689,0.22210597
1.5152072,-2.8807323
0.463934,0.12916814
1.2897408,-0.2523797
-1.0694718,0.77652663
1.3408065,-0.6961253
-0.82935023,1.0222695
0.11117624,-0.04732995
-0.59593475,-0.19832507
-0.60488784,1.0379981
-0.955924,1.0886793
0.42376676,-0.22692618
-0.6072958,0.957128
-2.7625692,-0.69487774
-0.1168823,-0.3302918
-0.2976575,0.6200631
0.54130596,-0.7582036
1.1686114,-0.3541309
0.22872666,0.24636473
1.1851354,0.46844152
-1.1365492,1.0245054
-0.2969205,0.17369425
0.7270466,1.1433575
-0.17642085,0.24870709
-0.1989872,-0.34002352
2.6581802,-3.4200675
0.687907,1.0911463
-0.87987,-1.0951787
0.15505002,0.50919485
-1.1719486,1.3581817
0.40750524,-0.47003338
-0.5407556,0.6768419
0.62781954,0.60102135
-0.25991097,0.035344683
-1.3693092,0.87396485
-0.25398335,0.64389217
0.7066803,-0.8068684
0.067323476,0.11631366
0.44492945,-0.31935537
-0.25199682,1.2862072
-1.4064139,0.8540082
-0.15179437,0.60950154
0.4079186,-0.0029572304
0.27121836,-0.015604323
0.06316282,0.040805206
0.21230404,-0.011156633
-0.055095393,0.009403316
-0.9137065,1.0975121
-0.5608966,0.18002148
-0.6022501,0.039113507
1.4120415,-0.7403349
0.12413032,-0.26546854
0.86393464,-0.54851675
1.5097481,-0.8231103
0.69056183,-1.0367893
1.1196535,0.080273174
0.6664973,-1.1303841
0.7411249,-0.4372679
0.38422298,-0.75673
-0.7269556,0.7250844
0.09930026,0.05526203
2.1333258,-1.9811194
0.12800817,-0.82593215
-1.1676787,0.97927135
0.81084806,0.2589888
-0.86871845,0.6788199
-0.20962507,-0.21255985
-0.64010787,0.44438794
-0.84993553,0.15452144
0.10777909,0.40269014
-0.3655803,0.7566098
-0.55720246,0.73858565
-1.6246046,-0.35181257
-0.17938876,0.3802962
-1.2965326,0.8037056
0.5100359,0.65898114
-1.2055198,-1.1071802
-0.3676805,-0.4600843
0.15808189,-0.7013038
0.13766617,-0.23969333
-0.33870065,-2.36743
-0.010866902,0.5348012
0.8193837,-1.7063354
0.66801685,-0.14451435
1.0525262,0.5114639
1.4500241,-1.175181
0.19582617,-1.1456645
1.951246,-4.1717215
0.63729614,-0.18538792
-0.36161283,-0.19308801
1.7360883,-0.7116001
-1.0624136,1.5729715
-1.2507175,-0.0015383097
0.19128314,-0.2264203
-0.85890156,1.0028205
0.36914265,0.49618766
1.2792025,-0.7440173
-0.56704265,1.4475492
-0.5758371,1.3512516
-3.5434887,2.2900662
-0.93597394,1.4223236
0.7285314,-0.35003605
-2.297458,-0.18406491
0.5971827,-0.9090804
-1.268541,1.9166356
2.0902994,-0.90890354
0.26133984,0.249334
1.2418804,-0.5594126
0.29906362,-1.061787
0.1801666,1.0802546
-1.0027233,-1.6418477
-0.19409806,-1.2276701
0.89137846,0.4901626
0.7401453,0.06555747
-0.9501702,1.0861264
1.1257665,0.7664969
1.1226702,-1.0792892
-0.12112908,0.75549453
2.418935,-0.25438657
-2.076899,0.84734744
-0.5197847,0.25719586
0.49409732,-0.29953352
-1.30952,1.0190295
0.0011691413,0.54433143
1.6056522,0.1223877
0.081400335,-0.103456855
2.1875145,-1.903827
2.0683825,-2.015517
-0.95269233,1.4262493
-0.38808307,1.206012
0.9038759,-0.7215932
-1.3633256,1.6222304
-0.44275436,0.090477616
0.39854926,0.19592443
0.5269404,0.1010283
-0.45858905,0.6714709
0.44176167,-0.29006946
-0.41050828,-0.060731
0.7008152,-0.20944393
0.30340195,-0.46189618
0.46769556,-0.82802033
0.047785714,-0.35652706
0.1967913,-0.8486428
-0.107592374,1.5187575
-0.67658496,1.8038731
-0.7562164,-0.0075093573
-1.5997424,-0.45655033
-0.11337165,-0.064421155
1.6339574,-0.76983726
0.011709513,0.54292536
-0.09444279,0.8992253
1.1545694,-0.04009727
-0.46254045,-0.30778357
-1.2159864,0.23767169
1.401039,-0.44492897
-0.96902937,0.47613797
-1.2623954,-0.32991213
0.9942455,-1.1859039
-0.002693927,-1.3352548
-0.9737336,-0.33237502
-0.18319917,0.18932773
0.11483458,0.6498006
-0.1871107,0.7838456
-1.5751922,-0.11947083
-1.2092675,0.67327636
0.78146034,0.69305193
-0.78177565,0.8574254
-1.8307551,-0.043832272
0.8043288,-0.75026774
1.1676072,-0.039997812
0.4095281,-0.28259903
0.6403626,-1.5060477
-0.10497181,0.7046536
0.7281684,-1.3668848
1.3904839,-1.5055586
0.17814162,0.8197611
-1.7977204,1.0121645
-0.24017225,0.94538695
1.0427498,-1.869752
0.22164944,-0.6727084
-0.30521092,-0.38825583
-0.93632084,-0.37602404
0.8130657,0.022016423
0.02234486,0.36236104
1.439901,-0.6543672
-1.101365,-0.39995632
-0.68364584,0.6301666
-0.5477847,0.49386796
0.68738174,-0.32930282
-0.21188661,0.63311017
-1.3320165,0.80212605
-0.2179122,0.96358556
0.8975186,-0.3476934
0.073901795,-1.0974321
-1.1924514,0.78810275
-0.26796514,0.9928265
0.5791687,-1.6938915
-0.58002687,-0.026583675
0.18107969,0.13614315
-1.2239716,1.1857672
-1.3296598,0.33654723
-0.023973094,1.3275411
-1.963632,2.5684302
-1.95284,1.5014554
0.82728624,-0.6621464
-1.017363,1.2347262
-1.3686697,1.1172934
-0.30273134,0.9918274
-0.70923096,0.8779639
1.3549228,-0.36095938
0.32397196,-0.6574362
-1.7858857,1.5403137
0.08498623,-0.29595393
0.23734424,0.17347173
-0.0465974,0.03594913
-2.7628179,-4.6333485
-0.38621536,0.28961766
-0.07836582,0.67294425
-0.7303556,0.964074
-1.8994625,1.1047275
-0.57007843,0.4958356
-0.61189693,1.4990499
0.7098127,0.03796053
0.5349668,-0.7189277
-0.65537685,0.37430552
-0.42754728,1.8254032
0.691613,0.3425649
-0.006978005,1.1025114
0.9284227,-0.93726087
0.2780718,-0.37833744
-0.11767494,0.2984167
1.9903529,-0.95726347
-1.01543,0.9866525
0.06661767,-0.19231212
-0.49361128,-0.40468076
-0.58420306,1.1025779
-0.588905,0.2582399
1.3527213,1.1758591
0.63903403,-0.06443525
1.9417528,-0.9755482
2.1398215,-1.0139256
-0.098311685,0.0941912
0.5484037,0.2170587
0.36779943,-0.6529594
-0.5298566,0.70717484
-0.67808586,0.8888336
0.51221794,1.7139676
1.4860189,-0.63191825
-0.32400185,1.3503401
0.8905248,-0.7028411
0.53136927,-0.4937909
0.21891315,-0.27919143
-2.6107593,2.10149
0.8241536,-0.8365846
-1.2899299,-0.4487043
0.90842,-0.16279975
-1.0380784,-0.022103466
-1.7685045,0.046426497
0.72782445,-0.88486844
1.4153112,-0.9636536
-0.07043347,-1.8501732
-0.2698339,0.33112225
-1.4911903,0.10594054
0.59332925,-0.67228234
-0.24742296,-1.0067573
-0.4940517,0.8567016
-1.0286026,0.37467757
-1.4638401,0.9072467
-0.26859763,-0.045370616
-0.37786898,0.84385985
1.2631298,-2.2933724
0.42737037,-0.1655582
-0.7739503,-0.37257224
0.76550955,-0.70608383
0.88014907,-1.3065066
-0.011704346,0.09072972
0.5166764,-0.4928501
-0.37906644,-0.7002524
1.9196323,-1.0993146
0.9148974,1.0551673
0.73601866,-0.19128273
-0.97367054,1.0852804
-0.2668125,-0.49582794
-1.1749885,1.799264
-0.37240866,0.32735133
0.4763606,0.6939219
-1.4968733,0.7492729
-0.43497586,0.49283963
0.8163281,-0.6557656
1.2775493,-0.9128057
-0.48336524,1.0857241
0.5095008,0.18540171
0.559102,-0.06473236
-1.178578,-0.7684823
0.7504311,0.4339259
-0.8409227,0.74594355
-0.2771181,-0.37892258
-0.19935697,-0.03737408
-0.14900227,0.7915801
-0.59785074,-0.5009844
-2.4661493,0.5140034
-0.48345935,0.32821158
-0.30986938,1.582544
0.50446993,-0.765697
-0.5861064,0.10869614
2.2075918,-1.3161978
-0.041146435,-1.1266577
-0.97924256,-0.5342862
-1.0209419,1.158505
-0.9389724,0.4242882
0.8926135,-0.36704296
0.97824746,-1.6038051
-0.4004263,-0.7358227
1.8549893,3.3059912
-0.078987606,-1.5406344
1.6385893,-0.85422707
0.3325279,-1.1912817
-0.011181028,-1.1225963
-0.5315904,1.3277057
-0.25293416,0.85140896
0.62138253,0.28536928
-1.0887742,0.43010584
1.3982245,-2.0722415
0.8838713,-0.3842858
-0.3551832,-0.58253646
-0.008496766,0.7008047
1.8356771,-0.5721631
-1.4668384,0.29779676
0.08569653,1.3013816
1.1429057,-0.06322532
-0.22068994,-0.34845123
0.67573595,0.13723737
-0.55578667,0.019662574
0.14694473,-0.67085564
-0.07757585,-0.9939603
1.3569828,0.15531966
0.8462579,-0.30902615
-2.463942,1.5471903
-0.9562653,1.097196
-0.73163736,0.62277925
-0.23867638,0.18805803
-1.1140769,0.4853076
-3.1766567,3.625688
-0.7620444,0.22004701
0.302954,0.31786898
1.4506596,-0.32375574
0.49156198,-0.11944831
-0.35700524,0.9183414
-0.2831038,0.6198383
0.31842878,0.20760643
0.8535818,0.5858076
0.26754233,-0.20970717
0.14712211,0.9818437
0.42043537,-0.573275
0.19785911,-0.72672284
-1.1039866,-0.42172825
0.78221333,-0.324141
-1.4992806,2.5219893
0.26008135,-0.5233908
-0.32911357,0.854928
0.7992915,0.06741552
-0.19091582,-0.16080102
0.6411872,-0.18666746
0.33094537,-0.61502826
0.3230532,0.49097815
0.8447217,-0.38950217
-1.6848184,1.185498
0.25998944,-0.06201554
-1.6630412,-1.1187115
0.2778023,-0.3419726
-1.9423394,1.775738
-1.2274626,0.8740278
0.25003177,-0.4973653
0.6450889,-0.12022796
-1.2815421,-0.33896205
-0.98413974,1.7122138
0.1359328,-1.8575084
-0.13488361,0.77986795
0.8607557,-0.072520815
-0.46818012,0.45414457
-1.143893,-0.44906503
-0.9649912,0.35480118
0.05679835,-0.014117558
0.376023,-0.24703953
0.76090777,-0.84976155
0.8174083,0.85488975
0.36127812,0.5067174
-0.83411396,0.9230307
1.4383528,-1.108446
0.35655224,-0.98407626
0.06682633,1.233495
0.7878296,-1.4622352
-0.7612604,0.72537535
-0.9019389,-1.1810136
0.57440966,-2.4820647
-1.3484254,0.120378606
-0.1026861,0.26789337
-1.8828596,0.709313
-0.1326447,0.88287675
-1.6558645,0.6330449
0.6525152,-1.1328058
0.5999089,-0.27522272
-0.53983706,-1.0595378
1.2019858,-0.21859802
0.66343075,-0.29981822
1.9685388,-1.4049793
-0.21242656,0.17876048
0.33124426,-0.03672381
-0.55910873,0.27965528
2.4954896,-3.7647455
0.94119877,-1.1137812
-1.1876049,-0.7185399
-0.07285411,0.9378763
-1.010976,-1.3223524
-0.30769092,0.51787233
0.21295533,-0.14860906
0.26044217,0.7463545
-0.27360836,1.3476138
-0.34475952,-0.6357283
0.63159007,0.665465
0.23479268,0.40762946
-0.6590425,2.4850993
0.035617378,-0.44316316
-0.07141822,-0.47408482
1.0553012,-0.79827476
1.0141524,-1.551161
-0.34443426,1.086454
-1.0152714,-0.60560036
1.1668155,-1.7147037
-0.840412,0.9087611
1.1038089,1.0424721
0.61364436,-0.92766196
0.102373384,0.27536288
3.5105348,1.2529653
0.680873,0.42164436
-0.85321355,1.2131046
0.72263706,-0.50465065
0.7724544,-0.5204827
1.5988295,-1.2678671
-0.052812908,1.2285407
0.15067933,-1.4330994
1.8162515,-1.0137048
-1.3924432,1.9674191
0.8938553,-0.0049898596
-1.0543132,1.5000459
-0.8143663,0.015239621
1.2998029,-0.3988322
2.1884906,-1.3643231
1.3276396,0.11914268
-1.5582246,1.3650796
-0.1656322,-1.0774887
1.4357911,-1.9032624
-0.18554446,0.11844494
1.990869,2.87909
