theta1,theta2
-1.0967007,0.81126577
-0.18265335,-0.18103062
0.953724,1.5792309
1.2344874,-0.1872984
0.43741357,-0.2542072
1.4932652,-0.25667515
0.0974458,0.7346075
-0.60700333,0.5882458
-1.2038839,0.9478342
-0.2870766,0.5805729
-1.9351848,0.5716402
0.29308012,0.4725048
-0.14852506,0.26037803
0.24192049,0.5648287
0.46241465,-0.42829713
0.57970893,-0.12192811
-1.1663795,0.40308985
0.35449544,-0.1586793
0.62902397,-0.6277046
-1.2801647,1.1675041
0.534228,-0.22632788
-0.37019324,1.0558687
0.97751486,-0.6373801
3.2504966,-2.9718788
-0.5297186,0.005312079
-1.5218176,-0.25869328
0.740334,-0.26324055
1.5474942,-1.8174175
-0.81163394,-0.06201644
0.6212155,-0.9809371
0.26320207,-0.49144068
-0.6589361,0.5217401
0.7171352,-1.9459884
0.41373172,-1.1581414
-0.91150486,0.3660874
-1.9752524,-0.41821992
0.07262873,0.42115065
0.7550853,-0.558976
-1.1845118,0.9467271
-1.1174592,0.13719735
-0.14483236,-0.115825385
0.37004215,-0.0923191
0.17093563,0.78755075
-1.5542126,-0.010685051
-0.06227202,-1.6596668
0.040501513,0.06729527
1.3212444,0.26985782
-0.9513234,0.36823556
0.2498303,0.22192691
-0.120903954,-0.641085
-0.43731046,0.60494894
0.7984899,-2.2547395
0.09932807,1.3998802
-0.19016545,0.6501109
0.18288188,-0.12746572
0.021155735,-0.8227447
-0.10477591,-0.79499084
-1.057124,0.49643338
-0.34811825,0.99748147
-0.12174078,0.7811263
-2.2720068,2.3573
-0.109227344,-0.5108206
-1.5626785,1.4769264
0.41259265,-0.05651327
-1.0852743,-0.5378661
1.0791777,-0.16677156
0.20382404,0.26446298
0.91413707,-0.87491834
-0.34955496,-1.8698864
-0.63717633,0.21490756
-0.036563303,-0.43726265
-0.66485023,0.1937005
0.9112297,-1.0072144
-0.17462015,0.44846323
0.7119514,-0.564046
0.56431174,0.611552
-0.55563104,-0.15870519
0.03244445,-0.2416881
-2.7718165,0.73119926
-2.51535,1.8058774
-0.28704962,0.4458197
-1.0143229,1.4026387
-0.30356267,0.6548957
-1.8771589,0.7191572
0.0025573124,1.1501732
0.5851521,-0.92953336
-0.6240759,-0.51428115
1.1204672,-0.2563038
-1.4297645,0.97294366
0.45167962,0.3490049
0.23944294,-1.0632106
0.52933663,-1.9311361
0.704372,-0.5345126
-0.15069267,-0.9846385
0.26694354,-0.4387903
-0.56088394,1.0161136
-0.09042615,0.57407117
1.3079215,-0.09774797
0.01735674,0.67154807
-0.49779058,0.45454848
-0.6514764,1.7702951
-0.014800777,0.9281345
-0.7066116,1.5119516
-0.20300035,0.26292536
0.55792075,-0.53054816
-0.37636295,1.1857697
1.1689999,-1.4820756
-0.56113935,0.74105483
1.1435218,-0.33283523
1.5089418,-0.8200484
1.2489347,-1.7876198
1.9193138,-2.0133266
1.2436715,-0.18916054
0.82446957,-0.09474648
1.3308351,-0.7806257
0.44619924,-0.7458186
-0.03906754,-1.215013
-0.54344773,-1.4265046
-0.8996412,0.29586312
-0.34702176,-0.37910745
1.1706985,-0.7186304
0.85556763,-0.19232202
0.8117432,-1.3062054
-0.6088813,0.20552348
0.57716817,0.18528794
-0.68683374,2.20729
-2.04966,-1.1380997
-0.7163333,-0.34206113
1.0701039,-0.15955512
0.15218101,0.58404887
0.6226632,-0.7088004
0.9025892,-0.22096397
0.6973136,-0.039370824
0.36973974,0.44429463
1.0121319,-1.2810826
0.2752287,0.008403474
1.3897243,-0.48979846
-0.09982105,0.33330357
0.9899351,-0.66630554
-0.4684535,1.2057928
-0.04389085,0.10885698
-1.554626,0.8809855
0.6102109,0.0031606362
-2.094547,1.2441324
0.8865015,-1.6775627
0.28157604,0.117589585
-0.042495802,0.3681827
-0.49780753,0.69127357
0.1797576,-0.6662503
-0.408934,0.7971054
0.12268098,-0.29335937
1.063731,-0.33281493
0.07190688,-0.15531915
-1.5393623,0.7036271
0.0854412,0.028076394
-1.4243,1.165958
0.2436728,-0.71870565
-0.7352137,1.1638914
0.29922155,0.3329331
-1.0829105,-1.3425674
-0.30238792,0.7327066
0.2647287,-0.9291767
1.041854,-0.82063305
-1.6418824,1.0660096
-2.2314909,2.781776
-1.1333523,-1.3812271
-0.44661883,0.075771
0.7655639,-0.67087424
-0.21120891,-0.22501332
0.8856953,0.7150443
-1.3366851,1.174003
0.4091569,-0.13600743
0.09909377,-0.5397447
1.0107902,-0.5347932
-0.1474367,-0.7340016
-0.12405778,1.9425313
0.30427456,0.34628513
0.55747306,-0.5118678
1.1833422,-0.088922255
-0.7462732,0.40815055
-0.23873682,0.09753852
0.21129768,-0.013817861
-1.5801727,0.6708946
1.0245458,-0.6659147
0.73320365,-0.029123884
-1.7408358,1.0424005
-0.08310655,-0.5084475
0.52625346,-0.55204946
0.5996852,-1.3418454
-0.17134078,0.32279748
-0.03587549,0.78199726
-0.7608027,0.26980254
1.0674773,-0.11854285
-0.3146449,-0.44909406
-0.76781625,-0.459459
0.6335379,0.93670845
-0.9064134,1.0393456
0.58190846,-1.018456
-0.5010906,-0.6426767
0.05041217,0.29321787
0.43517357,-0.4059097
0.95017326,-0.8288455
0.8533348,-0.4732927
1.274768,0.96952134
0.8523994,0.7526832
-0.54392827,0.11877125
-0.52026147,1.3615042
0.05317067,-1.9621195
0.39430696,0.056490682
1.2725723,-1.0180466
-1.8330797,-0.7962333
0.17009734,0.33333784
-0.18626045,0.73013747
0.37171242,0.29291165
-0.17192164,-0.056203377
1.8244619,-1.1576183
-0.4797986,-0.39489573
1.2810194,0.23298438
-0.6170706,-1.2012589
0.49208164,-0.18610151
-0.6241245,0.017927555
-0.3449833,0.65582865
0.8426962,0.33197936
-0.8041333,0.059999425
0.41134745,-1.6432462
0.19360851,0.5229484
-0.13148664,0.56808627
0.8732099,2.2232358
-0.4807432,-0.40520236
0.53386575,-0.38316837
-0.27290717,0.49340367
-0.41904423,0.61965215
-0.93722093,0.03383441
0.01952964,1.297989
1.2147683,-0.6795542
-0.32922176,0.43517366
-0.8752745,-0.46605876
0.3448268,0.78540075
0.78492236,-1.2322178
1.1845379,-0.78114825
0.99753666,-1.2923826
-0.9280486,0.5328016
0.06630136,-1.7348435
-0.34863004,1.5626197
-0.29663017,-0.19490209
-1.3322148,2.060726
-0.727183,1.3926975
0.8896887,-2.0228066
3.637268,-3.3218234
-0.95714945,0.031251654
-0.7364265,1.8942063
0.5989464,0.34933206
0.64748806,0.30806816
-1.2632537,1.5580921
-1.1765215,-0.25947806
-0.09764961,0.52603036
2.2155638,-1.2633817
-0.15237164,0.09452187
1.5777142,-1.0037801
0.6690945,-0.25723708
0.1377046,0.067603335
1.5412204,-0.36929074
-0.78315926,-0.1624167
-1.0520473,1.2042572
-0.43979654,-0.9615274
-0.50917596,0.12695546
-0.14472638,0.27339795
-0.012598696,1.0418136
0.25351784,0.1978845
1.3146892,-0.5589616
1.279078,-1.7405863
-0.58410496,0.8397954
0.095333286,-0.86678743
2.1776388,-1.6751858
0.046467613,0.09832328
-1.2976146,0.36219367
0.8878944,-1.1102275
0.31614816,-0.3612422
0.26674086,0.749118
-0.29062104,0.06302756
-0.7945689,0.51610136
-1.1067066,1.2986603
0.82908195,-1.4844975
0.72572887,-0.12726207
0.1969217,-0.027926927
-0.5850179,-0.35335413
0.6944536,-0.36861646
-0.7552349,-1.1544107
0.30363968,-0.20244081
-0.8831221,0.8970308
1.5850083,-0.5147668
-1.7023993,1.8193512
-0.29998574,0.64634407
-0.25198978,0.8214539
-0.61139274,-0.28335595
0.42118108,0.5462531
0.18120871,1.3088851
0.5426896,-0.048668224
0.4212593,0.6053631
0.109789215,0.43660486
0.6997427,-0.23701498
-0.2756252,-0.09984147
0.19684753,-1.064047
0.7798456,-1.5162387
0.9201057,-1.1933216
0.7823863,-0.58500314
-1.250107,0.64210093
0.17722975,0.23238018
-0.8193596,1.795695
-0.4713094,0.06174511
-0.7568131,0.48985136
-0.8075037,1.227447
-0.2088159,-1.2879581
0.77086705,-0.53144896
0.8317846,-0.50499666
-0.8023305,0.8439815
0.06086294,0.19787276
-0.08671465,0.14635177
0.6902339,-0.48568648
1.2438085,-1.0570318
-0.75174373,0.32380918
-0.3341358,-0.08671889
1.0238178,-0.17306897
-1.1010194,0.050939403
-0.62843734,1.4949353
0.020994708,0.06194516
-0.1430784,0.33881307
1.2477038,-0.7744403
0.35027668,2.005637
1.7691784,-1.2955589
0.29135045,-0.006906056
-1.157436,0.054601196
-0.3282087,0.51591355
0.53487384,-0.70616746
0.1741677,0.80473495
1.8070195,-1.142614
-1.0139751,0.45707408
1.2708962,-1.3001482
-3.0082612,2.9163213
0.009384831,-0.6584188
0.52772516,-0.36770073
0.47083905,-0.9246211
-0.52099943,0.44363955
-0.23102589,0.8814802
0.07161481,-0.11061714
1.3334565,-1.8716968
-0.083408765,0.27546337
-0.72023284,-0.060285367
-0.8924853,-0.38131094
-0.7389759,-0.9604758
0.991846,0.09540015
0.3797304,-0.0009916789
0.97954637,-2.3438628
-1.1573253,-1.0767305
0.018943718,0.35036182
-1.5387826,0.58684725
-0.2706166,-0.71818763
0.027093202,0.55115217
0.9293623,-0.505447
4.6504354,3.0954082
-0.01492243,0.3389305
-0.44811597,-0.5264946
0.582146,-0.40700766
1.7506899,0.34182504
-1.0536503,1.8142871
-0.75436985,0.20980856
0.95137846,0.6566887
0.4830997,-0.73151696
-1.4775426,0.774205
-0.665578,-0.2704511
0.53046364,-0.46166465
0.79050434,-0.7606653
0.60934716,-0.766345
-0.4085513,-0.4837235
-1.1793745,1.0990806
0.5043204,-0.48536116
0.5822447,0.27037024
-0.01260729,1.6184846
2.206096,-0.07039147
1.0876052,-0.06596482
-0.3345251,0.75874
0.44736117,0.6468905
0.6634445,0.21368842
1.2941604,-1.1066786
0.5230839,-0.72740835
0.14749347,-0.3880162
0.4304185,0.5079891
-1.2390146,1.0285835
-0.45585817,-0.06938227
0.08274781,-0.2827704
-0.052594688,0.7354081
0.51015484,-0.9224431
-0.65150845,0.27644512
-0.2878313,0.59140706
-0.1713866,-0.13427578
0.24046998,0.8520898
-0.8103848,-0.5501227
-0.6112241,-0.037779506
0.929496,0.5207257
-0.063059166,1.2159114
0.23975122,-0.23302075
-0.44571483,1.1989558
-1.0748239,0.5507259
-0.75147104,0.38752857
-0.6686134,0.7046846
0.3584477,0.24051236
-0.43405247,1.2615004
0.49660343,-0.17650901
-1.0237341,-0.9681389
0.2509817,1.6320503
1.5372729,-0.17453273
0.6216519,1.1053612
0.52637935,0.5641369
-1.6366963,1.7684077
0.16696726,0.017998628
0.28008613,0.6375249
-1.2431388,1.9909545
0.6588271,-0.20962538
-0.60824007,-0.017158367
0.13197707,0.9335781
-0.32233888,1.1634963
0.07857513,-0.6532002
1.5219758,0.69729996
-0.37128052,0.9314469
-0.6756577,0.6894496
-1.1884034,-0.2248958
0.34524804,-0.4015503
-0.5227629,-1.5367324
0.16659588,-0.119545184
-0.99485016,-0.37569854
-0.62815046,0.1503832
-0.6755382,-0.9345655
-0.49425983,-0.606675
-0.7669676,0.98396283
-0.8332383,2.02756
0.104081765,-0.59000075
1.2497997,-1.5309019
1.793825,-0.115873694
-0.7067957,0.61026144
-1.1470528,2.3689034
-1.9089596,1.9387884
-1.2541944,0.5602845
-0.70510805,0.26720956
0.0759467,0.3737257
-1.4303634,-0.72235525
-0.7894574,-1.0140772
-0.9557973,-0.2696014
-0.07959345,0.095672704
1.1234246,-3.1625888
-0.49268058,1.1262498
0.36100498,-0.49971932
0.37471038,1.3228447
-1.5989416,1.6035286
1.089365,-1.8963146
-1.9006312,-1.5867485
-1.1238599,-0.9278555
0.03629904,-2.0338333
-1.3517349,1.0948788
-0.3493511,-1.5430113
0.05260333,0.5131604
0.6152198,-0.7319933
0.34382927,-1.4061977
0.253893,-0.08084208
-0.14195526,0.93664235
0.121477686,-0.47575554
0.56567526,-0.6178566
-0.22731237,-1.2908717
-0.25677273,0.5320766
-0.2687725,-2.0370357
0.30288744,-0.68162775
-0.9476228,-0.679967
-1.1896716,-1.0736172
0.6138859,-0.48197296
-0.104914404,0.8023057
-1.503431,0.6067991
-0.107192315,-1.4443942
-0.48773557,1.1087246
0.59171206,0.035113327
-0.16770428,0.5350572
0.13356529,0.1416189
1.049045,0.005445384
-0.94566244,-0.0285921
1.048208,-1.3267246
-0.62795466,1.069945
0.990932,0.48982963
-0.6777602,1.3418632
-0.5863115,0.9213118
-0.04179999,0.84310067
0.7125478,-1.3252283
-0.089904636,-0.17394592
-1.4358408,1.3884685
-0.8864279,0.3081239
1.2100928,-0.7690712
-0.02038646,0.23218505
-0.08855881,-1.4366965
-0.11577904,-0.022467857
0.22132458,-0.08753018
0.11276009,-0.17872909
-0.48600885,0.9280779
1.1605829,-0.5357337
1.3040867,-1.317774
-0.9629555,-0.7891545
-0.065275185,-0.04047348
-0.04776846,-1.6741005
1.2515433,-1.4769901
-0.060885668,0.39284635
0.57868296,-0.25272205
0.08950012,0.69719
0.93188906,-1.054991
-0.5143311,0.16111942
0.83217716,0.051762413
0.19160175,0.44168386
0.06584192,0.014808885
-0.46710327,0.5661351
1.5164579,-1.2043636
0.40465555,-1.10297
1.3757542,-0.43559647
-0.15163918,0.96312934
-0.13710785,-0.015507587
0.5815772,-0.64846987
1.4353797,-1.2095855
0.07703014,0.5017317
0.22476073,-0.06649507
-0.4586979,0.9146619
0.13131861,0.7443726
-0.15188907,0.51014966
-0.8740226,0.6174839
-1.4495031,-0.833877
0.47013542,0.062975205
-0.0658049,-0.4646434
0.7791484,-0.4851823
0.3448837,0.37084177
3.370592,-6.015186
1.5821103,-0.39562827
0.058520265,-1.0871332
0.7520374,-0.18862572
-0.21956798,0.80526567
-0.0121828485,0.4044257
-0.669414,0.4887818
0.8791412,-0.76847816
0.077577904,0.017112076
2.9567304,-2.5969484
1.3612309,-0.19586681
0.71551687,-0.20765124
0.016364565,0.20942034
-0.5340838,-0.044105392
-0.26925558,1.1588113
1.4073007,-0.26852596
1.0867537,0.8483178
-1.4446086,-1.1426009
0.7093366,-0.12408519
0.4959179,0.40452302
-1.3488114,1.203928
0.293766,0.2741095
0.91110754,-0.68384075
-0.7380974,0.6658021
-0.5190696,-0.52116495
1.4114913,-0.9124982
1.4185972,-1.2960207
-0.50945556,0.7195091
1.1035308,-0.72635466
-1.9547209,-1.6051735
0.111823656,-0.6077689
1.302609,-0.9611044
-0.8714862,0.60796994
1.1676993,-0.38902774
-0.45118305,0.9077889
-0.15373506,1.534874
0.5149783,-0.5472298
0.7362414,-0.9306173
2.207668,-0.40950814
0.88949084,-0.7784019
-1.240833,0.7856874
-0.5321986,-0.15511492
1.4392512,0.47696245
-0.2231769,-1.4256209
0.9398939,-0.27545553
-0.09022337,0.28861174
0.61660457,-0.6648606
-0.53273475,0.68611217
0.6119203,0.5580791
0.033762746,-0.3053408
0.20609139,-0.61393106
1.0590924,-0.48223954
0.5561227,-0.6634613
1.2960379,-1.2207068
-0.34708706,0.3896769
0.7146514,0.32522196
0.28501442,-0.819687
-1.1737425,1.6454636
1.4975497,-1.0970242
1.6096898,-1.2191759
-0.010077389,0.0428512
0.31303906,-0.08439909
0.022306891,0.06427399
0.2993625,0.029476987
-1.1435844,0.72263485
-1.9570103,1.5962801
0.42474625,0.20653494
1.2120256,-1.3351176
0.8107659,-0.36260855
1.9127544,-1.3145064
0.8004699,-1.1618127
0.1959757,0.9342728
-0.93515223,0.45065
-0.76058215,1.0742838
-0.6323763,0.33707768
0.5132608,-0.5097759
-0.72281367,0.8727108
0.1880267,-0.10426763
-0.33773667,-0.60532755
-1.6735959,1.6712408
-0.26189226,1.3364958
0.86263245,-1.0214268
-3.1985672,2.8089561
0.46350718,-0.70338815
0.017010417,-0.61602867
0.448028,0.029703576
0.0007558686,0.4359475
-1.3508753,1.5428351
-1.5170434,-0.3259606
2.5382183,-2.3395267
-0.3275652,-0.16451985
0.4846082,0.58813584
-0.38985524,-2.133633
-0.551532,-0.20582546
0.83973473,-1.3539488
-0.26297337,0.21308094
-2.8884418,0.026187772
0.13516557,0.40338182
-0.51542294,-0.21512663
-0.55689937,1.0035189
-0.9359089,2.5863652
0.60739446,-0.34345922
0.6559172,-2.1701217
-1.2038606,-0.90870994
1.6674372,-1.2685323
0.009529864,-0.3528461
0.36908343,0.51365054
0.433147,0.2204946
-1.1585197,-0.2660757
0.37756324,-0.54417175
-0.5582731,0.7347695
0.28240338,0.5535238
-0.8103298,1.282657
0.20534486,0.522168
0.42991185,0.193815
0.0794207,-0.7479881
-0.18009073,0.71883553
1.087998,-0.6760316
-0.650831,-1.8773588
-0.048179075,-0.070809625
0.30866727,0.4072268
0.5398956,0.52506
1.1294489,-0.6558907
0.6379004,0.17262904
0.6637634,-1.580347
1.1818275,0.03232056
-1.2746531,-1.7251009
-0.23390952,-1.1281397
0.8497787,0.5076073
-0.28711522,1.087216
1.7660358,-1.614957
1.5921602,0.25286937
0.9192813,-0.9031914
0.97028863,-0.30737668
0.65467906,1.2092181
-0.1831172,-0.9408566
0.19608411,-0.53776485
-0.3887834,0.5194714
0.06706263,-0.30504933
0.8369361,-0.2565108
0.9494525,0.7670831
-1.9449728,1.9888852
-0.020412538,0.24042176
-0.5804047,0.63189715
0.09137559,0.33381966
-1.5193967,2.3578515
0.53340924,-0.34723625
0.05543035,0.23353477
1.750172,-2.1624908
0.55603474,0.0065570297
-0.25957364,0.8413725
-0.81080145,0.99013156
0.7102974,-0.6398311
0.30187458,-0.83789563
0.971553,-0.4467708
1.5013369,-1.6127341
0.0107316915,-0.34660524
2.6146932,-2.9528983
-0.06640848,-0.42607045
-0.521873,1.9063219
-0.16023336,1.2827733
-0.8763198,0.117555276
-1.0892062,-0.27008572
0.17737527,-0.39395386
-0.7670304,1.6589212
0.20077941,0.36494964
0.97561795,-0.116178
0.995978,0.0018547692
-0.3944073,-0.45279405
-0.17318681,-0.7938837
-0.3926594,1.2454593
-0.015791956,-0.5036419
-0.4133198,-1.3028692
-0.83871853,0.7357069
0.36806592,-1.7418214
-2.2668846,0.80919296
0.11070651,-0.12369774
0.746914,0.033195302
-0.13412417,0.6366754
0.04907172,-1.2901615
0.05676849,-0.50522923
1.1236906,0.19248827
-1.1881732,1.2023245
-0.7869764,-0.94284236
2.01682,-2.0304556
1.6437672,-0.54331243
-0.4612577,0.6676102
-1.2025756,0.44854036
-0.693085,1.2932584
-2.2479787,1.6220454
1.6312317,-1.6621237
1.1713748,-0.15511112
1.2629253,-2.1136067
1.3846252,-0.7036027
-1.1612221,0.37980115
-0.35841253,-0.16161795
0.29878917,-1.0557784
-0.50198686,-0.6186023
0.15566416,0.709352
0.29187712,0.08300718
-0.7956449,1.473544
-1.061126,-0.3030045
0.306987,-0.31041917
-0.087460145,0.13038781
-0.6917096,1.0421512
-0.5012518,0.950568
-1.0919769,0.6009963
1.8630008,-1.108016
1.012386,-0.39477473
-0.2593818,-0.7557524
1.0907675,-1.5121683
0.33681804,0.43367717
0.5782339,-1.6791139
-1.3973106,0.6125937
-0.20203756,0.5574436
-1.0066864,0.8849552
-1.5223409,0.83265364
1.0402664,0.3230568
-0.6397142,1.2660954
-0.24766982,-0.3913232
0.6133459,-0.5559113
-0.48116848,0.7904278
-0.82511127,0.55864644
0.57417095,0.14351659
-0.4418541,0.58945686
1.2658713,-0.2258091
0.003595106,-0.3613098
-0.97923684,0.85834146
-0.24897975,0.19591212
0.4415554,0.062401034
-0.17973988,0.10669201
-2.0643377,-2.562335
0.04086878,-0.20959117
0.19785942,0.30794278
0.1897652,0.02445844
0.65676683,-1.2795068
-0.48562822,0.4472222
0.07982852,0.7620546
0.3975659,0.29296649
0.29009295,-0.45623267
0.9441132,-1.2028741
0.9009938,0.36108348
0.118239634,0.7957687
0.7310898,0.4234765
0.56102407,-0.5701488
1.128362,-1.1645913
-0.6345168,0.8098737
1.2919902,-0.3670377
0.1286546,-0.115711026
-1.9046894,1.8525839
-1.3636625,-0.25487402
1.505137,-0.9597356
0.43001416,-0.7110034
1.1346475,1.3783199
0.1325596,0.35474747
1.5610036,-0.68825346
0.88937277,0.1153221
-0.05417964,0.08316982
0.256387,0.40341687
-0.7262944,0.37615243
0.2053808,0.07018094
-0.67358994,0.8799418
2.23256,0.0011444285
0.1773955,0.625294
1.0157049,-0.042711247
0.29726848,-0.099212125
0.2201329,-0.25068352
0.5620095,-0.57383955
-0.12860055,-0.4310171
0.27455065,-0.25401974
-1.5458816,-0.00727093
-0.53318536,1.201832
-0.7176136,-0.34590104
-1.362697,-0.37101343
-1.5928499,1.4460015
-0.7149363,1.120135
-1.0010358,-0.935961
-0.54593486,0.6566485
-0.5393982,-0.84395266
0.020814164,-0.09171388
0.24626645,-0.9953606
0.61656463,-0.22066407
0.16637678,-0.88630736
-0.47543123,-0.48575833
-0.42340192,0.18168925
-0.92844445,1.2973012
0.16057068,-1.1862763
-0.387966,0.64474577
-1.3637177,0.15251519
0.4200952,-0.4337017
-0.09152834,-0.3296824
1.1763936,-1.0753168
-1.0857308,1.0396626
0.27232707,-1.2227844
0.6985166,-0.046107233
1.705481,0.22828871
0.34782782,0.1873757
0.9592088,-0.8910768
-0.5913476,-0.14424834
0.46870282,0.1701503
-1.9249517,1.8472366
1.2770963,-0.16860709
-0.6880635,-0.06585203
1.671901,-1.6365174
0.20553474,-0.020655863
0.01766608,0.23614535
0.059796795,0.6402369
0.31935915,0.50389236
1.0231682,-0.4636743
-1.3565842,-0.19120666
-0.6826427,1.777962
0.5403799,-0.5928313
-1.4748312,0.81037146
0.37665802,-0.5826292
0.13741948,0.45877022
-1.8296834,0.72935414
1.5886196,-4.5396266
-1.2644942,1.0910577
0.4449176,0.7909461
-0.9134276,0.63262486
0.609508,-1.1284082
0.96386665,-0.14617899
0.17940202,-1.334858
-1.1512644,-1.2309117
-0.031187616,0.18173549
0.70238465,-1.1578891
0.829299,-0.21454509
-0.622423,-0.24446617
-1.1387634,0.09819181
2.8540154,3.1678834
-2.446528,0.8489039
1.2739822,-0.5219879
-0.0190305,-0.74822336
-1.2566789,-0.07082982
-0.7143901,1.4705945
0.117327936,0.5226439
-0.564271,1.3888669
-0.55296457,0.063581675
-0.043680318,-0.82249564
2.8571339,-2.425868
0.887629,-1.8971039
0.09476247,0.5300352
0.15096785,1.4895612
-0.43257543,-0.61114585
1.2530969,0.12510061
-0.06275525,1.3525726
0.5087701,-0.9329043
-1.5515686,2.3948307
-0.9039259,0.4593039
1.7387892,-2.255582
-0.98139924,-0.05102181
1.6305456,-0.13736516
-0.045330267,0.5029427
0.06571374,-0.69941837
-0.6508131,0.97247756
-0.3576202,0.32846528
-0.18504593,0.17441991
0.26220968,-0.88350457
0.5821218,0.012091433
-1.2809454,0.86360663
0.54338694,0.09590481
0.81484914,0.28618702
1.2455748,-0.8806325
0.038018536,0.5554834
0.30330068,0.01388882
-0.44848484,1.0082033
-0.3044188,1.6765128
-1.1005374,1.1419451
1.2490795,-0.15563035
0.4705422,-0.5593824
-0.49552616,0.034347035
-0.96062905,-1.1241385
-0.22246028,0.68512666
1.5779235,-0.5732647
0.026344148,-0.31823435
0.19955748,0.29498804
1.5110607,-0.6589311
0.14716923,-0.428197
-0.27325615,0.7678945
-0.76772714,0.41237995
0.8995835,-0.10962103
0.5181638,0.034108303
0.1816759,-0.70299935
-0.57650536,0.7853177
-0.6039667,-2.888146
0.52666616,-0.5221277
-1.1929133,1.0164982
0.30854458,-0.599813
0.98305047,-1.2135528
1.9181992,-1.3169069
-0.49320838,-0.96510434
-0.046820495,0.70104575
-1.984007,0.5748618
-0.08919478,0.7205041
-0.4758647,1.2146032
0.7095603,-0.60246116
0.28331107,-1.7286084
-1.0170556,0.4878251
-0.6233615,0.70831364
0.6962544,-0.6223574
-0.09019148,-0.091931224
0.593593,0.68884546
-0.3943426,1.1685698
-0.82415193,0.9806149
-0.023052976,0.4411998
-2.4605882,2.003627
0.99394816,0.17353836
-0.74472183,0.041572344
-1.5850775,1.606628
-1.5769343,-0.034932915
-1.7463621,-0.8355276
-2.0896943,-0.105385646
1.2363397,-1.0323054
-1.9439733,0.8935255
-0.731509,1.2999582
-0.5976321,-0.38097402
0.7743022,-1.154102
0.5975902,-0.18656573
-1.8549095,0.36913598
0.85477924,0.024184998
-0.10852444,0.47305086
1.7586001,-1.1701001
0.24669476,-0.33606505
-1.2784693,1.4351155
0.25042108,-0.61743456
0.41470456,-1.1825446
1.4158103,-1.466682
-1.4207302,-0.44887015
-0.40557975,1.1481799
-0.9026149,-1.384185
0.07979974,0.1810377
-0.19765814,0.23183224
5.3969083,-4.2492557
-0.26547927,1.2819519
0.062399525,-1.1655793
0.7410455,0.4000359
0.070504814,0.42815435
1.2104574,0.4821887
-0.6566815,0.1979666
0.3460572,-0.87783724
-1.2008846,1.4273918
0.47314,-0.887666
1.6006863,-0.79263395
-0.5718066,-1.21142
-1.0439379,0.5263441
0.4516443,-0.39384365
0.6553482,1.4939394
-0.056082387,-0.48866624
-0.75658,1.0761967
2.1214967,2.3278482
1.2629775,-0.074590355
0.60566825,-0.25610355
0.41767612,-0.23599625
0.6507355,-0.4520946
1.220751,-1.033904
0.1858987,0.9712553
-0.07683412,-1.3297974
-0.33296368,1.0834986
0.30026233,0.37952027
0.576365,0.25557804
0.60950416,-0.13359714
-0.28284934,-0.4031143
-0.3563565,1.1689185
0.61674863,0.124209836
-0.08742664,1.3990656
-1.888015,1.7394563
-1.2378783,-1.2037966
-0.94264,0.5016469
0.55435216,-0.61830264
0.53696024,2.5810554
